Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Day,Weekday Name,Revenue Per Unit,Gender Code,High Value,Customer Age Group,Season ,Quarter,Year-Month,,,,,,,Sales Performance,
380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,2023,May,6,Saturday,300,1,No,46+,Summer,2,2023-05,,,,,,,,
381,09-07-2023,CUST381,Female,44,Clothing,4,25,100,2023,July,9,Sunday,25,0,No,31-45,Monsoon,3,2023-07,,,,,,,,
382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,2023,May,26,Friday,500,0,No,46+,Summer,2,2023-05,,,,,,,,
383,22-03-2023,CUST383,Female,46,Beauty,3,30,90,2023,March,22,Wednesday,30,0,No,46+,Summer,1,2023-03,,,,,,,,
384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,2023,August,13,Sunday,500,1,No,46+,Monsoon,3,2023-08,,,,,,,,
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,2023,October,6,Friday,500,1,Yes,46+,Autumn,4,2023-10,,,,,,,,
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,2023,December,27,Wednesday,300,0,No,46+,Winter,4,2023-12,,,,,,,,
387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,2023,June,4,Sunday,30,1,No,31-45,Monsoon,2,2023-06,,,,,,,,
388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,2023,November,10,Friday,25,1,No,46+,Autumn,4,2023-11,,,,,,,,
389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,2023,December,1,Friday,25,1,No,18-30,Winter,4,2023-12,,,,,,,,
390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,2023,September,28,Thursday,50,1,No,31-45,Monsoon,3,2023-09,,,,,,,,
391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,2023,January,5,Thursday,25,1,No,18-30,Winter,1,2023-01,,,,,,,,
392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,2023,December,8,Friday,300,1,No,18-30,Winter,4,2023-12,,,,,,,,
393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,2023,October,11,Wednesday,500,0,No,18-30,Autumn,4,2023-10,,,,,,,,
394,03-06-2023,CUST394,Female,27,Clothing,1,500,500,2023,June,3,Saturday,500,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
395,06-12-2023,CUST395,Male,50,Electronics,2,500,1000,2023,December,6,Wednesday,500,1,No,46+,Winter,4,2023-12,,,,,,,,
396,23-02-2023,CUST396,Female,55,Beauty,1,30,30,2023,February,23,Thursday,30,0,No,46+,Winter,1,2023-02,,,,,,,,
397,10-03-2023,CUST397,Female,30,Beauty,1,25,25,2023,March,10,Friday,25,0,No,18-30,Summer,1,2023-03,,,,,,,,
398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,2023,May,16,Tuesday,300,0,No,46+,Summer,2,2023-05,,,,,,,,
399,01-03-2023,CUST399,Female,64,Beauty,2,30,60,2023,March,1,Wednesday,30,0,No,46+,Summer,1,2023-03,,,,,,,,
400,24-02-2023,CUST400,Male,53,Clothing,4,50,200,2023,February,24,Friday,50,1,No,46+,Winter,1,2023-02,,,,,,,,
401,11-10-2023,CUST401,Female,62,Clothing,1,300,300,2023,October,11,Wednesday,300,0,No,46+,Autumn,4,2023-10,,,,,,,,
402,21-03-2023,CUST402,Female,41,Clothing,2,300,600,2023,March,21,Tuesday,300,0,No,31-45,Summer,1,2023-03,,,,,,,,
403,20-05-2023,CUST403,Male,32,Clothing,2,300,600,2023,May,20,Saturday,300,1,No,31-45,Summer,2,2023-05,,,,,,,,
404,25-05-2023,CUST404,Male,46,Electronics,2,500,1000,2023,May,25,Thursday,500,1,No,46+,Summer,2,2023-05,,,,,,,,
405,06-11-2023,CUST405,Female,25,Clothing,4,300,1200,2023,November,6,Monday,300,0,Yes,18-30,Autumn,4,2023-11,,,,,,,,
406,18-04-2023,CUST406,Female,22,Beauty,4,25,100,2023,April,18,Tuesday,25,0,No,18-30,Summer,2,2023-04,,,,,,,,
407,25-06-2023,CUST407,Female,46,Electronics,3,300,900,2023,June,25,Sunday,300,0,No,46+,Monsoon,2,2023-06,,,,,,,,
408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,2023,April,15,Saturday,500,0,No,46+,Summer,2,2023-04,,,,,,,,
409,18-12-2023,CUST409,Female,21,Electronics,3,300,900,2023,December,18,Monday,300,0,No,18-30,Winter,4,2023-12,,,,,,,,
410,21-11-2023,CUST410,Female,29,Clothing,2,50,100,2023,November,21,Tuesday,50,0,No,18-30,Autumn,4,2023-11,,,,,,,,
411,16-05-2023,CUST411,Male,62,Electronics,4,50,200,2023,May,16,Tuesday,50,1,No,46+,Summer,2,2023-05,,,,,,,,
412,16-09-2023,CUST412,Female,19,Electronics,4,500,2000,2023,September,16,Saturday,500,0,Yes,18-30,Monsoon,3,2023-09,,,,,,,,
413,08-09-2023,CUST413,Female,44,Beauty,3,25,75,2023,September,8,Friday,25,0,No,31-45,Monsoon,3,2023-09,,,,,,,,
414,09-05-2023,CUST414,Male,48,Beauty,4,25,100,2023,May,9,Tuesday,25,1,No,46+,Summer,2,2023-05,,,,,,,,
415,27-01-2023,CUST415,Male,53,Clothing,2,30,60,2023,January,27,Friday,30,1,No,46+,Winter,1,2023-01,,,,,,,,
416,17-02-2023,CUST416,Male,53,Electronics,4,500,2000,2023,February,17,Friday,500,1,Yes,46+,Winter,1,2023-02,,,,,,,,
417,21-11-2023,CUST417,Male,43,Electronics,3,300,900,2023,November,21,Tuesday,300,1,No,31-45,Autumn,4,2023-11,,,,,,,,
418,05-08-2023,CUST418,Female,60,Electronics,2,500,1000,2023,August,5,Saturday,500,0,No,46+,Monsoon,3,2023-08,,,,,,,,
419,22-05-2023,CUST419,Female,44,Clothing,3,30,90,2023,May,22,Monday,30,0,No,31-45,Summer,2,2023-05,,,,,,,,
420,23-01-2023,CUST420,Female,22,Clothing,4,500,2000,2023,January,23,Monday,500,0,Yes,18-30,Winter,1,2023-01,,,,,,,,
421,02-01-2023,CUST421,Female,37,Clothing,3,500,1500,2023,January,2,Monday,500,0,Yes,31-45,Winter,1,2023-01,,,,,,,,
422,20-06-2023,CUST422,Female,28,Clothing,3,30,90,2023,June,20,Tuesday,30,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
423,08-03-2023,CUST423,Female,27,Clothing,1,25,25,2023,March,8,Wednesday,25,0,No,18-30,Summer,1,2023-03,,,,,,,,
424,23-11-2023,CUST424,Male,57,Beauty,4,300,1200,2023,November,23,Thursday,300,1,Yes,46+,Autumn,4,2023-11,,,,,,,,
425,15-05-2023,CUST425,Female,55,Electronics,4,30,120,2023,May,15,Monday,30,0,No,46+,Summer,2,2023-05,,,,,,,,
426,24-03-2023,CUST426,Male,23,Electronics,3,50,150,2023,March,24,Friday,50,1,No,18-30,Summer,1,2023-03,,,,,,,,
427,15-08-2023,CUST427,Male,25,Electronics,1,25,25,2023,August,15,Tuesday,25,1,No,18-30,Monsoon,3,2023-08,,,,,,,,
428,10-10-2023,CUST428,Female,40,Electronics,4,50,200,2023,October,10,Tuesday,50,0,No,31-45,Autumn,4,2023-10,,,,,,,,
429,28-12-2023,CUST429,Male,64,Electronics,2,25,50,2023,December,28,Thursday,25,1,No,46+,Winter,4,2023-12,,,,,,,,
430,07-08-2023,CUST430,Female,43,Electronics,3,300,900,2023,August,7,Monday,300,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
431,15-10-2023,CUST431,Male,63,Electronics,4,300,1200,2023,October,15,Sunday,300,1,Yes,46+,Autumn,4,2023-10,,,,,,,,
432,05-01-2023,CUST432,Female,60,Electronics,2,500,1000,2023,January,5,Thursday,500,0,No,46+,Winter,1,2023-01,,,,,,,,
433,27-02-2023,CUST433,Male,29,Beauty,4,50,200,2023,February,27,Monday,50,1,No,18-30,Winter,1,2023-02,,,,,,,,
434,08-02-2023,CUST434,Female,43,Electronics,2,25,50,2023,February,8,Wednesday,25,0,No,31-45,Winter,1,2023-02,,,,,,,,
435,20-12-2023,CUST435,Female,30,Beauty,3,300,900,2023,December,20,Wednesday,300,0,No,18-30,Winter,4,2023-12,,,,,,,,
436,18-03-2023,CUST436,Female,57,Clothing,4,30,120,2023,March,18,Saturday,30,0,No,46+,Summer,1,2023-03,,,,,,,,
437,07-10-2023,CUST437,Female,35,Electronics,4,300,1200,2023,October,7,Saturday,300,0,Yes,31-45,Autumn,4,2023-10,,,,,,,,
438,19-01-2023,CUST438,Female,42,Clothing,1,30,30,2023,January,19,Thursday,30,0,No,31-45,Winter,1,2023-01,,,,,,,,
439,09-07-2023,CUST439,Male,50,Clothing,3,25,75,2023,July,9,Sunday,25,1,No,46+,Monsoon,3,2023-07,,,,,,,,
440,26-10-2023,CUST440,Male,64,Clothing,2,300,600,2023,October,26,Thursday,300,1,No,46+,Autumn,4,2023-10,,,,,,,,
441,10-10-2023,CUST441,Male,57,Beauty,4,300,1200,2023,October,10,Tuesday,300,1,Yes,46+,Autumn,4,2023-10,,,,,,,,
442,17-03-2023,CUST442,Female,60,Clothing,4,25,100,2023,March,17,Friday,25,0,No,46+,Summer,1,2023-03,,,,,,,,
443,09-08-2023,CUST443,Male,29,Clothing,2,300,600,2023,August,9,Wednesday,300,1,No,18-30,Monsoon,3,2023-08,,,,,,,,
444,07-03-2023,CUST444,Female,61,Clothing,3,30,90,2023,March,7,Tuesday,30,0,No,46+,Summer,1,2023-03,,,,,,,,
445,22-01-2023,CUST445,Female,53,Electronics,1,300,300,2023,January,22,Sunday,300,0,No,46+,Winter,1,2023-01,,,,,,,,
446,07-06-2023,CUST446,Male,21,Electronics,1,50,50,2023,June,7,Wednesday,50,1,No,18-30,Monsoon,2,2023-06,,,,,,,,
447,06-07-2023,CUST447,Male,22,Beauty,4,500,2000,2023,July,6,Thursday,500,1,Yes,18-30,Monsoon,3,2023-07,,,,,,,,
448,21-01-2023,CUST448,Female,54,Beauty,2,30,60,2023,January,21,Saturday,30,0,No,46+,Winter,1,2023-01,,,,,,,,
449,03-07-2023,CUST449,Male,25,Electronics,4,50,200,2023,July,3,Monday,50,1,No,18-30,Monsoon,3,2023-07,,,,,,,,
450,18-04-2023,CUST450,Female,59,Beauty,2,25,50,2023,April,18,Tuesday,25,0,No,46+,Summer,2,2023-04,,,,,,,,
451,16-12-2023,CUST451,Female,45,Electronics,1,30,30,2023,December,16,Saturday,30,0,No,31-45,Winter,4,2023-12,,,,,,,,
452,08-05-2023,CUST452,Female,48,Clothing,3,500,1500,2023,May,8,Monday,500,0,Yes,46+,Summer,2,2023-05,,,,,,,,
453,08-12-2023,CUST453,Female,26,Clothing,2,500,1000,2023,December,8,Friday,500,0,No,18-30,Winter,4,2023-12,,,,,,,,
454,22-02-2023,CUST454,Female,46,Beauty,1,25,25,2023,February,22,Wednesday,25,0,No,46+,Winter,1,2023-02,,,,,,,,
455,01-07-2023,CUST455,Male,31,Electronics,4,25,100,2023,July,1,Saturday,25,1,No,31-45,Monsoon,3,2023-07,,,,,,,,
456,14-10-2023,CUST456,Male,57,Electronics,2,30,60,2023,October,14,Saturday,30,1,No,46+,Autumn,4,2023-10,,,,,,,,
457,28-07-2023,CUST457,Female,58,Beauty,3,300,900,2023,July,28,Friday,300,0,No,46+,Monsoon,3,2023-07,,,,,,,,
458,14-11-2023,CUST458,Female,39,Electronics,4,25,100,2023,November,14,Tuesday,25,0,No,31-45,Autumn,4,2023-11,,,,,,,,
459,21-03-2023,CUST459,Male,28,Clothing,4,300,1200,2023,March,21,Tuesday,300,1,Yes,18-30,Summer,1,2023-03,,,,,,,,
460,02-05-2023,CUST460,Male,40,Beauty,1,50,50,2023,May,2,Tuesday,50,1,No,31-45,Summer,2,2023-05,,,,,,,,
461,25-03-2023,CUST461,Female,18,Beauty,2,500,1000,2023,March,25,Saturday,500,0,No,18-30,Summer,1,2023-03,,,,,,,,
462,01-04-2023,CUST462,Male,63,Electronics,4,300,1200,2023,April,1,Saturday,300,1,Yes,46+,Summer,2,2023-04,,,,,,,,
463,31-07-2023,CUST463,Female,54,Beauty,3,500,1500,2023,July,31,Monday,500,0,Yes,46+,Monsoon,3,2023-07,,,,,,,,
464,13-01-2023,CUST464,Male,38,Electronics,2,300,600,2023,January,13,Friday,300,1,No,31-45,Winter,1,2023-01,,,,,,,,
465,02-04-2023,CUST465,Female,43,Electronics,3,50,150,2023,April,2,Sunday,50,0,No,31-45,Summer,2,2023-04,,,,,,,,
466,20-06-2023,CUST466,Male,63,Electronics,4,25,100,2023,June,20,Tuesday,25,1,No,46+,Monsoon,2,2023-06,,,,,,,,
467,30-07-2023,CUST467,Female,53,Electronics,3,50,150,2023,July,30,Sunday,50,0,No,46+,Monsoon,3,2023-07,,,,,,,,
468,09-12-2023,CUST468,Male,40,Electronics,1,25,25,2023,December,9,Saturday,25,1,No,31-45,Winter,4,2023-12,,,,,,,,
469,08-05-2023,CUST469,Male,18,Beauty,3,25,75,2023,May,8,Monday,25,1,No,18-30,Summer,2,2023-05,,,,,,,,
470,17-05-2023,CUST470,Female,57,Clothing,2,500,1000,2023,May,17,Wednesday,500,0,No,46+,Summer,2,2023-05,,,,,,,,
471,23-03-2023,CUST471,Male,32,Clothing,3,50,150,2023,March,23,Thursday,50,1,No,31-45,Summer,1,2023-03,,,,,,,,
472,26-12-2023,CUST472,Female,38,Beauty,3,300,900,2023,December,26,Tuesday,300,0,No,31-45,Winter,4,2023-12,,,,,,,,
473,25-02-2023,CUST473,Male,64,Beauty,1,50,50,2023,February,25,Saturday,50,1,No,46+,Winter,1,2023-02,,,,,,,,
474,15-07-2023,CUST474,Female,26,Clothing,3,500,1500,2023,July,15,Saturday,500,0,Yes,18-30,Monsoon,3,2023-07,,,,,,,,
475,20-01-2023,CUST475,Male,26,Clothing,3,25,75,2023,January,20,Friday,25,1,No,18-30,Winter,1,2023-01,,,,,,,,
476,29-08-2023,CUST476,Female,27,Clothing,4,500,2000,2023,August,29,Tuesday,500,0,Yes,18-30,Monsoon,3,2023-08,,,,,,,,
477,24-04-2023,CUST477,Male,43,Clothing,4,30,120,2023,April,24,Monday,30,1,No,31-45,Summer,2,2023-04,,,,,,,,
478,13-04-2023,CUST478,Female,58,Clothing,2,30,60,2023,April,13,Thursday,30,0,No,46+,Summer,2,2023-04,,,,,,,,
479,24-08-2023,CUST479,Male,52,Electronics,4,300,1200,2023,August,24,Thursday,300,1,Yes,46+,Monsoon,3,2023-08,,,,,,,,
480,29-06-2023,CUST480,Female,42,Beauty,4,500,2000,2023,June,29,Thursday,500,0,Yes,31-45,Monsoon,2,2023-06,,,,,,,,
481,06-06-2023,CUST481,Female,43,Electronics,4,300,1200,2023,June,6,Tuesday,300,0,Yes,31-45,Monsoon,2,2023-06,,,,,,,,
482,27-04-2023,CUST482,Female,28,Clothing,4,300,1200,2023,April,27,Thursday,300,0,Yes,18-30,Summer,2,2023-04,,,,,,,,
483,25-04-2023,CUST483,Male,55,Clothing,1,30,30,2023,April,25,Tuesday,30,1,No,46+,Summer,2,2023-04,,,,,,,,
484,13-01-2023,CUST484,Female,19,Clothing,4,300,1200,2023,January,13,Friday,300,0,Yes,18-30,Winter,1,2023-01,,,,,,,,
485,04-12-2023,CUST485,Male,24,Electronics,1,30,30,2023,December,4,Monday,30,1,No,18-30,Winter,4,2023-12,,,,,,,,
486,09-04-2023,CUST486,Female,35,Electronics,1,25,25,2023,April,9,Sunday,25,0,No,31-45,Summer,2,2023-04,,,,,,,,
487,24-07-2023,CUST487,Male,44,Clothing,4,500,2000,2023,July,24,Monday,500,1,Yes,31-45,Monsoon,3,2023-07,,,,,,,,
488,18-06-2023,CUST488,Female,51,Electronics,3,300,900,2023,June,18,Sunday,300,0,No,46+,Monsoon,2,2023-06,,,,,,,,
489,23-05-2023,CUST489,Male,44,Electronics,1,30,30,2023,May,23,Tuesday,30,1,No,31-45,Summer,2,2023-05,,,,,,,,
490,05-02-2023,CUST490,Male,34,Clothing,3,50,150,2023,February,5,Sunday,50,1,No,31-45,Winter,1,2023-02,,,,,,,,
491,23-05-2023,CUST491,Female,60,Electronics,3,300,900,2023,May,23,Tuesday,300,0,No,46+,Summer,2,2023-05,,,,,,,,
492,29-06-2023,CUST492,Male,61,Beauty,4,25,100,2023,June,29,Thursday,25,1,No,46+,Monsoon,2,2023-06,,,,,,,,
493,25-11-2023,CUST493,Male,41,Beauty,2,25,50,2023,November,25,Saturday,25,1,No,31-45,Autumn,4,2023-11,,,,,,,,
494,18-09-2023,CUST494,Female,42,Beauty,4,50,200,2023,September,18,Monday,50,0,No,31-45,Monsoon,3,2023-09,,,,,,,,
495,24-07-2023,CUST495,Male,24,Beauty,2,30,60,2023,July,24,Monday,30,1,No,18-30,Monsoon,3,2023-07,,,,,,,,
496,14-12-2023,CUST496,Male,23,Clothing,2,300,600,2023,December,14,Thursday,300,1,No,18-30,Winter,4,2023-12,,,,,,,,
497,02-10-2023,CUST497,Male,41,Clothing,4,30,120,2023,October,2,Monday,30,1,No,31-45,Autumn,4,2023-10,,,,,,,,
498,19-06-2023,CUST498,Female,50,Clothing,4,25,100,2023,June,19,Monday,25,0,No,46+,Monsoon,2,2023-06,,,,,,,,
499,15-01-2023,CUST499,Male,46,Beauty,2,30,60,2023,January,15,Sunday,30,1,No,46+,Winter,1,2023-01,,,,,,,,
500,01-03-2023,CUST500,Female,60,Beauty,4,25,100,2023,March,1,Wednesday,25,0,No,46+,Summer,1,2023-03,,,,,,,,
501,14-05-2023,CUST501,Male,39,Electronics,2,30,60,2023,May,14,Sunday,30,1,No,31-45,Summer,2,2023-05,,,,,,,,
502,02-04-2023,CUST502,Male,43,Electronics,3,50,150,2023,April,2,Sunday,50,1,No,31-45,Summer,2,2023-04,,,,,,,,
503,25-10-2023,CUST503,Male,45,Beauty,4,500,2000,2023,October,25,Wednesday,500,1,Yes,31-45,Autumn,4,2023-10,,,,,,,,
504,16-05-2023,CUST504,Female,38,Beauty,3,50,150,2023,May,16,Tuesday,50,0,No,31-45,Summer,2,2023-05,,,,,,,,
505,20-01-2023,CUST505,Male,24,Beauty,1,50,50,2023,January,20,Friday,50,1,No,18-30,Winter,1,2023-01,,,,,,,,
506,25-02-2023,CUST506,Male,34,Beauty,3,500,1500,2023,February,25,Saturday,500,1,Yes,31-45,Winter,1,2023-02,,,,,,,,
507,02-11-2023,CUST507,Female,37,Electronics,3,500,1500,2023,November,2,Thursday,500,0,Yes,31-45,Autumn,4,2023-11,,,,,,,,
508,11-08-2023,CUST508,Male,58,Beauty,2,300,600,2023,August,11,Friday,300,1,No,46+,Monsoon,3,2023-08,,,,,,,,
509,26-06-2023,CUST509,Female,37,Electronics,3,300,900,2023,June,26,Monday,300,0,No,31-45,Monsoon,2,2023-06,,,,,,,,
510,10-06-2023,CUST510,Female,39,Beauty,4,50,200,2023,June,10,Saturday,50,0,No,31-45,Monsoon,2,2023-06,,,,,,,,
511,12-08-2023,CUST511,Male,45,Beauty,2,50,100,2023,August,12,Saturday,50,1,No,31-45,Monsoon,3,2023-08,,,,,,,,
512,07-11-2023,CUST512,Female,57,Beauty,1,25,25,2023,November,7,Tuesday,25,0,No,46+,Autumn,4,2023-11,,,,,,,,
513,19-09-2023,CUST513,Male,24,Electronics,4,25,100,2023,September,19,Tuesday,25,1,No,18-30,Monsoon,3,2023-09,,,,,,,,
514,01-03-2023,CUST514,Female,18,Electronics,1,300,300,2023,March,1,Wednesday,300,0,No,18-30,Summer,1,2023-03,,,,,,,,
515,17-07-2023,CUST515,Female,49,Clothing,3,300,900,2023,July,17,Monday,300,0,No,46+,Monsoon,3,2023-07,,,,,,,,
516,23-10-2023,CUST516,Male,30,Beauty,4,25,100,2023,October,23,Monday,25,1,No,18-30,Autumn,4,2023-10,,,,,,,,
517,08-04-2023,CUST517,Female,47,Clothing,4,25,100,2023,April,8,Saturday,25,0,No,46+,Summer,2,2023-04,,,,,,,,
518,11-05-2023,CUST518,Female,40,Clothing,1,30,30,2023,May,11,Thursday,30,0,No,31-45,Summer,2,2023-05,,,,,,,,
519,23-01-2023,CUST519,Female,36,Electronics,4,30,120,2023,January,23,Monday,30,0,No,31-45,Winter,1,2023-01,,,,,,,,
520,29-12-2023,CUST520,Female,49,Electronics,4,25,100,2023,December,29,Friday,25,0,No,46+,Winter,4,2023-12,,,,,,,,
521,12-08-2023,CUST521,Female,47,Clothing,4,30,120,2023,August,12,Saturday,30,0,No,46+,Monsoon,3,2023-08,,,,,,,,
522,01-01-2023,CUST522,Male,46,Beauty,3,500,1500,2023,January,1,Sunday,500,1,Yes,46+,Winter,1,2023-01,,,,,,,,
523,24-09-2023,CUST523,Female,62,Electronics,1,300,300,2023,September,24,Sunday,300,0,No,46+,Monsoon,3,2023-09,,,,,,,,
524,03-10-2023,CUST524,Male,46,Beauty,4,300,1200,2023,October,3,Tuesday,300,1,Yes,46+,Autumn,4,2023-10,,,,,,,,
525,18-12-2023,CUST525,Female,47,Beauty,2,25,50,2023,December,18,Monday,25,0,No,46+,Winter,4,2023-12,,,,,,,,
526,10-12-2023,CUST526,Male,33,Clothing,2,50,100,2023,December,10,Sunday,50,1,No,31-45,Winter,4,2023-12,,,,,,,,
527,11-04-2023,CUST527,Male,57,Clothing,2,25,50,2023,April,11,Tuesday,25,1,No,46+,Summer,2,2023-04,,,,,,,,
528,06-07-2023,CUST528,Female,36,Clothing,2,30,60,2023,July,6,Thursday,30,0,No,31-45,Monsoon,3,2023-07,,,,,,,,
529,09-08-2023,CUST529,Female,35,Clothing,3,50,150,2023,August,9,Wednesday,50,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
530,05-02-2023,CUST530,Female,18,Electronics,4,30,120,2023,February,5,Sunday,30,0,No,18-30,Winter,1,2023-02,,,,,,,,
531,07-12-2023,CUST531,Male,31,Electronics,1,500,500,2023,December,7,Thursday,500,1,No,31-45,Winter,4,2023-12,,,,,,,,
532,19-06-2023,CUST532,Female,64,Clothing,4,30,120,2023,June,19,Monday,30,0,No,46+,Monsoon,2,2023-06,,,,,,,,
533,16-11-2023,CUST533,Male,19,Electronics,3,500,1500,2023,November,16,Thursday,500,1,Yes,18-30,Autumn,4,2023-11,,,,,,,,
534,10-06-2023,CUST534,Male,45,Clothing,2,500,1000,2023,June,10,Saturday,500,1,No,31-45,Monsoon,2,2023-06,,,,,,,,
535,06-12-2023,CUST535,Male,47,Beauty,3,30,90,2023,December,6,Wednesday,30,1,No,46+,Winter,4,2023-12,,,,,,,,
536,05-03-2023,CUST536,Female,55,Beauty,4,30,120,2023,March,5,Sunday,30,0,No,46+,Summer,1,2023-03,,,,,,,,
537,03-06-2023,CUST537,Female,21,Beauty,1,500,500,2023,June,3,Saturday,500,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
538,17-09-2023,CUST538,Male,18,Clothing,3,50,150,2023,September,17,Sunday,50,1,No,18-30,Monsoon,3,2023-09,,,,,,,,
539,08-06-2023,CUST539,Male,25,Beauty,1,500,500,2023,June,8,Thursday,500,1,No,18-30,Monsoon,2,2023-06,,,,,,,,
540,08-12-2023,CUST540,Female,46,Electronics,3,300,900,2023,December,8,Friday,300,0,No,46+,Winter,4,2023-12,,,,,,,,
541,29-07-2023,CUST541,Male,56,Beauty,1,500,500,2023,July,29,Saturday,500,1,No,46+,Monsoon,3,2023-07,,,,,,,,
542,17-06-2023,CUST542,Female,20,Beauty,1,50,50,2023,June,17,Saturday,50,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
543,26-07-2023,CUST543,Male,49,Beauty,2,300,600,2023,July,26,Wednesday,300,1,No,46+,Monsoon,3,2023-07,,,,,,,,
544,23-12-2023,CUST544,Female,27,Electronics,1,25,25,2023,December,23,Saturday,25,0,No,18-30,Winter,4,2023-12,,,,,,,,
545,01-06-2023,CUST545,Male,27,Clothing,2,25,50,2023,June,1,Thursday,25,1,No,18-30,Monsoon,2,2023-06,,,,,,,,
546,11-10-2023,CUST546,Female,36,Electronics,4,50,200,2023,October,11,Wednesday,50,0,No,31-45,Autumn,4,2023-10,,,,,,,,
547,07-03-2023,CUST547,Male,63,Clothing,4,500,2000,2023,March,7,Tuesday,500,1,Yes,46+,Summer,1,2023-03,,,,,,,,
548,09-04-2023,CUST548,Female,51,Clothing,2,30,60,2023,April,9,Sunday,30,0,No,46+,Summer,2,2023-04,,,,,,,,
549,04-08-2023,CUST549,Female,50,Beauty,2,50,100,2023,August,4,Friday,50,0,No,46+,Monsoon,3,2023-08,,,,,,,,
550,07-12-2023,CUST550,Male,40,Clothing,3,300,900,2023,December,7,Thursday,300,1,No,31-45,Winter,4,2023-12,,,,,,,,
551,14-07-2023,CUST551,Male,45,Electronics,3,300,900,2023,July,14,Friday,300,1,No,31-45,Monsoon,3,2023-07,,,,,,,,
552,13-12-2023,CUST552,Female,49,Electronics,3,25,75,2023,December,13,Wednesday,25,0,No,46+,Winter,4,2023-12,,,,,,,,
553,31-03-2023,CUST553,Male,24,Clothing,4,300,1200,2023,March,31,Friday,300,1,Yes,18-30,Summer,1,2023-03,,,,,,,,
554,12-11-2023,CUST554,Female,46,Beauty,3,50,150,2023,November,12,Sunday,50,0,No,46+,Autumn,4,2023-11,,,,,,,,
555,19-10-2023,CUST555,Male,25,Beauty,1,300,300,2023,October,19,Thursday,300,1,No,18-30,Autumn,4,2023-10,,,,,,,,
556,04-06-2023,CUST556,Female,18,Electronics,1,50,50,2023,June,4,Sunday,50,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
557,27-07-2023,CUST557,Female,20,Beauty,3,30,90,2023,July,27,Thursday,30,0,No,18-30,Monsoon,3,2023-07,,,,,,,,
558,08-10-2023,CUST558,Female,41,Clothing,1,25,25,2023,October,8,Sunday,25,0,No,31-45,Autumn,4,2023-10,,,,,,,,
559,01-01-2023,CUST559,Female,40,Clothing,4,300,1200,2023,January,1,Sunday,300,0,Yes,31-45,Winter,1,2023-01,,,,,,,,
560,05-06-2023,CUST560,Female,25,Electronics,1,50,50,2023,June,5,Monday,50,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
561,27-05-2023,CUST561,Female,64,Clothing,4,500,2000,2023,May,27,Saturday,500,0,Yes,46+,Summer,2,2023-05,,,,,,,,
562,18-04-2023,CUST562,Male,54,Electronics,2,25,50,2023,April,18,Tuesday,25,1,No,46+,Summer,2,2023-04,,,,,,,,
563,09-08-2023,CUST563,Male,20,Clothing,2,30,60,2023,August,9,Wednesday,30,1,No,18-30,Monsoon,3,2023-08,,,,,,,,
564,24-10-2023,CUST564,Male,50,Electronics,2,50,100,2023,October,24,Tuesday,50,1,No,46+,Autumn,4,2023-10,,,,,,,,
565,07-11-2023,CUST565,Female,45,Beauty,2,30,60,2023,November,7,Tuesday,30,0,No,31-45,Autumn,4,2023-11,,,,,,,,
566,02-12-2023,CUST566,Female,64,Clothing,1,30,30,2023,December,2,Saturday,30,0,No,46+,Winter,4,2023-12,,,,,,,,
567,14-06-2023,CUST567,Female,25,Clothing,3,300,900,2023,June,14,Wednesday,300,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
568,27-08-2023,CUST568,Female,51,Electronics,1,300,300,2023,August,27,Sunday,300,0,No,46+,Monsoon,3,2023-08,,,,,,,,
569,15-08-2023,CUST569,Male,52,Electronics,4,50,200,2023,August,15,Tuesday,50,1,No,46+,Monsoon,3,2023-08,,,,,,,,
570,15-08-2023,CUST570,Male,49,Clothing,1,500,500,2023,August,15,Tuesday,500,1,No,46+,Monsoon,3,2023-08,,,,,,,,
571,12-12-2023,CUST571,Female,41,Electronics,1,50,50,2023,December,12,Tuesday,50,0,No,31-45,Winter,4,2023-12,,,,,,,,
